content,rating,updated,link,title
Didn't know Blinkit sells health pharmacy until my friend mentioned it. Search never surfaces these products.,4,2023-07-22T20:54:23+00:00,https://apps.apple.com/app/blinkit/review/200337,Review 337
Good app but missing detergent. Nykaa has better personal care range. Search never surfaces these products.,5,2024-06-17T23:32:30+00:00,https://apps.apple.com/app/blinkit/review/200338,Review 338
Blinkit is great for groceries but I never think to order pet supplies here.,4,2023-06-04T16:24:55+00:00,https://apps.apple.com/app/blinkit/review/200339,Review 339
Blinkit is great for groceries but I never think to order home essentials here.,5,2023-07-12T23:53:51+00:00,https://apps.apple.com/app/blinkit/review/200340,Review 340
I wish Blinkit had more brands in personal care. Zepto seems better for that. Delivery was fine though.,1,2024-12-10T04:13:47+00:00,https://apps.apple.com/app/blinkit/review/200341,Review 341
Why doesn't Blinkit have milk? I always buy from Amazon instead. Especially in Bangalore.,5,2023-07-24T22:04:34+00:00,https://apps.apple.com/app/blinkit/review/200342,Review 342
Why doesn't Blinkit have notebooks? I always buy from Amazon instead. Happens every reorder cycle.,2,2024-03-01T16:11:09+00:00,https://apps.apple.com/app/blinkit/review/200343,Review 343
Fast delivery for milk and bread but health pharmacy selection is very limited. Noticed this after the app update.,4,2023-05-09T00:51:36+00:00,https://apps.apple.com/app/blinkit/review/200344,Review 344
Blinkit is great for groceries but I never think to order personal care here. Wish the homepage showed this category.,4,2024-09-07T16:41:04+00:00,https://apps.apple.com/app/blinkit/review/200345,Review 345
I wish Blinkit had more brands in electronics. Zepto seems better for that. Especially in Bangalore.,5,2023-05-22T16:09:07+00:00,https://apps.apple.com/app/blinkit/review/200346,Review 346
Why doesn't Blinkit have dog food? I always buy from Amazon instead. Especially in Bangalore.,1,2025-01-10T16:38:33+00:00,https://apps.apple.com/app/blinkit/review/200347,Review 347
Didn't know Blinkit sells electronics until my friend mentioned it. Ref 748.,1,2024-11-22T09:17:45+00:00,https://apps.apple.com/app/blinkit/review/200348,Review 348
Good app but missing vitamins. Nykaa has better personal care range. Nykaa feels safer for this purchase.,5,2023-07-07T08:03:43+00:00,https://apps.apple.com/app/blinkit/review/200349,Review 349
